comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
lol Mike’s promo is the same age as Jake.,0,2024-10-16T21:46:19Z,@leveloct882,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
It is just me or does anyone feel like these two bro'd out one night and took 12 grams of mushrooms,0,2024-10-16T21:46:10Z,@PatrickWalsh-v6w,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This is right up there with Frank Stallone vs Geraldo Rivera,0,2024-10-16T21:27:23Z,@zakaislynx,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"😂 jake ""el gallo"" gtfo....this is the world we live in Idiocrasy",0,2024-10-16T20:59:45Z,@crismotionproduction3519,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0:18 to 0:23 why is this tuff,0,2024-10-16T20:56:24Z,@kkshortcuts-kwkjt1green,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"it's rigged, but if it wasn't, mike would murder that bozo",0,2024-10-16T20:19:16Z,@mau9175,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"The footage of Jake fighting is a few years ago, the footage of Mike fighting is over 30 years ago…",0,2024-10-16T19:59:39Z,@LorcasOFFICIAL,Negative,"{'anger': 2, 'negative': 2}",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The commentary kills this. If it was just the scenes it would’ve been elite,0,2024-10-16T19:58:46Z,@crazyxman6583,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
friday 15th is my friday bro!!! Im gonna fr remeber this night where tyson beats the absolute shit outta paul,0,2024-10-16T19:54:38Z,@lichoftheunderworld2226,Neutral,"{'positive': 1, 'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
what a fake fight that's just scripted and yet millions of people watch it and give him money for it.  pathetic,0,2024-10-16T19:53:49Z,@GotKimchi,Negative,"{'negative': 3, 'anger': 2, 'fear': 2, 'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'disgust': 1, 'sadness': 1}",2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0
Es wird ein toller Kampf aber schäm dich jack Paul,0,2024-10-16T19:53:37Z,@HalilHusejnovic,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Damn I really hope Tyson can prove everyone wrong and win.  But for some reason I feel this fight could still get cancelled.,0,2024-10-16T19:19:46Z,@flightjam,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 3, 'surprise': 1, 'trust': 1, 'negative': 2, 'anger': 1, 'fear': 1}",1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1
I have to be honest it doesn’t even look exciting in the least bit,0,2024-10-16T19:02:47Z,@projectmoon13,Positive,"{'anger': 1, 'disgust': 1, 'fear': 1, 'joy': 2, 'positive': 2, 'sadness': 1, 'trust': 1, 'anticipation': 1, 'surprise': 1}",1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1
YouTuber vs senior citizen. LFG!!!,1,2024-10-16T18:59:21Z,@yokaigypsy,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
“Every Mike has a Tyson until they get punched with a face”,1,2024-10-16T18:37:19Z,@trevor5485,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Mike Tyson is a legend 
Jake Paul is nothing infront of Mike Tyson",0,2024-10-16T18:36:03Z,@preetiarora58146,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Im not even gonna put jake down to bad if he steps in the ring ill say he definitely has heart but come on man tyson the man is old try floyd Mayweather,0,2024-10-16T18:35:48Z,@DirtyRed434,Negative,"{'anger': 2, 'disgust': 2, 'fear': 2, 'negative': 2, 'sadness': 2}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
Jake hasn't fought an actual boxer tho he's been beating celebrities and pretty they are taking a dive for the money,0,2024-10-16T18:33:14Z,@DirtyRed434,Positive,"{'positive': 3, 'anger': 2, 'fear': 1, 'negative': 1, 'sadness': 1, 'anticipation': 2, 'joy': 2, 'trust': 2, 'surprise': 1}",2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1
Did he say this is the fight the world has been waiting for? 😂😂😂😂😂😂 I must be in my own little world then. 🤣,0,2024-10-16T18:27:33Z,@Conflict978,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Neither is wearing a mouth guard. This is fake,0,2024-10-16T18:23:47Z,@DaDa-kf4vp,Negative,"{'surprise': 1, 'fear': 1, 'positive': 1, 'trust': 1, 'negative': 1}",0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"We know what will happen , nothing 😂",0,2024-10-16T18:20:19Z,@arturdx18,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Didn't his brother lose to floyd? I guess we are about to witness deja vu,0,2024-10-16T18:07:42Z,@themaskedman6211,Neutral,"{'positive': 1, 'trust': 2, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 2}",1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0
Too fake can’t watch,0,2024-10-16T17:58:52Z,@broccolilockley,Negative,"{'negative': 1, 'anticipation': 1, 'fear': 1}",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Bruh a trailer pls just fight,0,2024-10-16T17:43:31Z,@AhmedDarwish-r1e,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
We want Aspinall vs Jones.,0,2024-10-16T17:41:51Z,@roshochemclasses5098,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Do I find Jake Paul pathetic for constantly challenging retired legends instead of fighting those within his age and skill range? Yes! Still, I can't blame Tyson for accepting it—that must be a nice payday for him. lol",0,2024-10-16T17:34:39Z,@TheModelOmega,Positive,"{'disgust': 2, 'negative': 3, 'sadness': 1, 'trust': 1, 'anger': 2}",2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1
No ordinary fight. 😂😂😂 ya got that right. It’s a payday fight,1,2024-10-16T17:21:28Z,@edgalvatronparis,Positive,"{'anger': 2, 'fear': 2, 'negative': 2}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
😂😂😂🎉🎉🎉🎉🎉🎉,0,2024-10-16T17:17:04Z,@JUSTINGonzalez-je7yo,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"If Paul Still Alive After Fight, it's Faked 💀",21,2024-10-16T17:02:58Z,@MemesMixHub,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Jake the fake Paul would have been the Glass Joe of boxing in the 1950's to the 1990's.  If Mike loses, it was a rigged fight.",0,2024-10-16T16:55:15Z,@D33Lux,Negative,"{'negative': 2, 'anger': 2, 'fear': 1}",2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"if this real heavy weight fight and mike tyson still young,dont think jack paul can win.",0,2024-10-16T16:54:12Z,@juliussugiharto5264,Positive,"{'positive': 3, 'trust': 2, 'anticipation': 2, 'disgust': 1, 'fear': 2, 'joy': 2, 'negative': 2, 'sadness': 1, 'surprise': 2, 'anger': 1}",1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1
This fight is so unfair. Why people let this shit happens ?,0,2024-10-16T16:48:55Z,@PhongPham-qr9kf,Negative,"{'anger': 3, 'fear': 1, 'negative': 3, 'disgust': 2, 'sadness': 1}",3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
Mike Tyson could have fought anybody and it would have been a big deal. JAKE CORNBALL GO BACK TO Cleveland,0,2024-10-16T16:29:19Z,@awa_iwa,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Thats is sad,0,2024-10-16T16:27:55Z,@awa_iwa,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This is awful. I do not understand why Netflix would promote this,0,2024-10-16T16:20:02Z,@hectorjimenez3816,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Jake is done for no questions asked you ladies can argue all you want with me but ain't no way he's beating Mike Tyson,0,2024-10-16T16:19:39Z,@sempio6378,Neutral,"{'anger': 2, 'negative': 2, 'fear': 1, 'sadness': 1}",2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Now this promo confirms my instinct that it's all a set up,9,2024-10-16T16:19:34Z,@MikeJohnMentzer,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0:50 oh no,0,2024-10-16T16:06:37Z,@danielblitzke3909,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hahahahahaha. The fight is the year. That’s hilarious. Jake the fraud Paul fighting another fighter way over his prime. U go kid. Keep beating those retired boxers and MMA fighters. We know if u fight someone your age and a real boxer your ass will be on the ground by round 2. Stop with the nonsense,0,2024-10-16T15:48:48Z,@bunkley3,Positive,"{'anger': 5, 'fear': 3, 'negative': 7, 'joy': 1, 'positive': 3, 'surprise': 1, 'sadness': 1, 'trust': 2}",5.0,3.0,7.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1
Idk why they even making a documentary on a YouTuber who learned boxing like 4 years go 😭 comparing to someone who has boxed their entire life 😂,11,2024-10-16T15:26:27Z,@excoticzerfix9990,Neutral,{'anger': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Comedy show,0,2024-10-16T15:25:52Z,@dee_-_,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Hide your grandpa from Jake,0,2024-10-16T15:13:03Z,@Kanakakane,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike to win via KO 🤞,1,2024-10-16T15:04:44Z,@MrComment-24,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
will we watch real fight or movie,0,2024-10-16T14:58:12Z,@TwoHandStudios,Positive,"{'anticipation': 1, 'fear': 2, 'positive': 1, 'trust': 1, 'anger': 1, 'negative': 1}",1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
"Jak Pauel do haje grushte do turpërohet, pamvaresisht moshës 60 vjeçare te Tajsonit 😂",1,2024-10-16T14:54:17Z,@stefanostzarmpas3944,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WWE RAW is coming on NETFLIX from 2024 January 6th. I think  we will get weekly trailer for RAW,0,2024-10-16T14:36:20Z,@Prajith23,Negative,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Other than financially this is lose lose for Paul, either he beats a long retired old man or gets beat by one. Wheres the win.",0,2024-10-16T14:19:57Z,@Chardymc,Positive,"{'anger': 2, 'disgust': 2, 'fear': 2, 'negative': 2, 'sadness': 2, 'surprise': 2, 'anticipation': 1}",2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1
Mike Tysons most recent highlight was shot in 180p.,0,2024-10-16T14:18:19Z,@mpomp6378,Positive,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
Payday 🤡,0,2024-10-16T14:03:30Z,@ferenc.lestak,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
why are they even doing this????,0,2024-10-16T13:58:31Z,@quincyoliver7854,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I love you Netflix but lets be honest. 

This is a F***ing joke.",0,2024-10-16T13:52:12Z,@Necronkiller,Positive,"{'joy': 2, 'positive': 2, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'trust': 1, 'negative': 1}",1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1
It all rigged like all his fights what loser,0,2024-10-16T13:50:40Z,@johnq283,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Tyson é o melhor de todos os tempos neste desporto.,0,2024-10-16T13:41:41Z,@mundodesportivo7313,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Since when is Jake Paul ¨El Gallo¨ ?,0,2024-10-16T13:26:35Z,@jamilschoolfield,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ludacris,0,2024-10-16T13:25:33Z,@jacobharris954,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Can’t wait!,0,2024-10-16T13:22:49Z,@PaddlingIowa,Neutral,"{'anticipation': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
The Legend Michael Invincibles ❤,0,2024-10-16T13:18:32Z,@ايمناحمد-ج5د,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"So much hype without substance, so many promos, pressers, face-offs, postponements… but okay everyone will watch of course, if only because of our inner disaster tourism, but just like we prefer alternative facts, we will watch in “alternative” ways ;-)",0,2024-10-16T13:09:16Z,@G.M.1944,Positive,"{'anticipation': 3, 'negative': 2, 'positive': 3, 'fear': 3, 'anger': 1, 'disgust': 1, 'sadness': 1, 'surprise': 1, 'trust': 2}",1.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1
"""This is the fight the world been waiting for""
No it's not",0,2024-10-16T13:06:55Z,@abdeladhimabbassi9354,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This is a pay day for both people, not a fight.",0,2024-10-16T12:48:54Z,@gowengetter4599,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
Is that ludacris?,0,2024-10-16T12:45:22Z,@bmm3633,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This is such an insult to Tyson's legacy.,0,2024-10-16T12:42:44Z,@ConnorKent428,Neutral,"{'anger': 1, 'disgust': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
🐓 El gallo 🙄.  El pato es lo que es.🦆,0,2024-10-16T12:41:20Z,@juancamaro1668,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
We about to witness a murder,0,2024-10-16T12:39:03Z,@RunAwaylilGirl,Neutral,"{'trust': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
This is the fight the world has wanted 😂 NO IT ISNT JOKE OF A FIGHT,0,2024-10-16T12:29:09Z,@DRUNKIRISHMAN-THE-TAVERN,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
All the hype will over shadow the actual fight itself. If it ever goes ahead,0,2024-10-16T12:27:11Z,@Jonn3371,Neutral,"{'anticipation': 1, 'negative': 2, 'positive': 2, 'anger': 1, 'fear': 1}",1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Why we even pay these clowns for a circus performance. And there’s people starving and children dying. Netflix cancel this garbage.,0,2024-10-16T12:19:27Z,@xxisawthug,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1, 'negative': 4, 'anger': 1, 'disgust': 2, 'fear': 1, 'sadness': 2}",1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0
Tysons gloves have more padding... smh.. Shady Jake up to some sh-t... !,2,2024-10-16T12:12:04Z,@mr.j-rcs822,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
this is all just a ploy to keep jake paul relevant as he isnt a good entertainer😂so he is forced to constantly hang around the real entertainers and make content off them,0,2024-10-16T11:54:48Z,@clippedit2962,Positive,"{'positive': 4, 'trust': 5, 'anticipation': 1, 'joy': 2, 'surprise': 1, 'fear': 1, 'negative': 1}",0.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1
I got a feeling this is gonna be disappointing,1,2024-10-16T11:53:04Z,@Prod_by_Svengali,Negative,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'joy': 1, 'negative': 2, 'positive': 1, 'sadness': 2, 'surprise': 1, 'trust': 1}",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0
"I do like a Tyson’s quote
“Everyone has a plan until they’re hit in the face “",43,2024-10-16T11:48:23Z,@issyjas3309,Neutral,"{'anticipation': 2, 'negative': 2, 'positive': 1, 'surprise': 1, 'anger': 1}",1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0
"Jake ‘El Gay’ Paul… hardest nickname 
- Diddy probably",1,2024-10-16T11:47:37Z,@ROSH1503,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bruhh if Mike wins jake should never enter a ring in his life,0,2024-10-16T11:46:47Z,@ANONYMOUSBYCHOICE10,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
:(,0,2024-10-16T11:42:59Z,@mindyourself,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Regardless of who wins, im just gonna watch and enjoy some good ol mike tyson match.",0,2024-10-16T11:41:03Z,@unbreakablefootage,Positive,"{'anticipation': 3, 'fear': 1, 'joy': 2, 'positive': 2, 'trust': 2, 'surprise': 1}",0.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1
Tyson doesnt even need to win 😂,0,2024-10-16T11:30:15Z,@GerryMander-hs2bk,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
‘The worst kind of cowardice is a weak young man who challenges a once great warrior decades after their prime’. Aristotle,97,2024-10-16T11:28:25Z,@andrewpike9189,Positive,"{'joy': 2, 'positive': 4, 'trust': 1, 'fear': 2, 'negative': 1, 'anticipation': 1, 'surprise': 1, 'anger': 1}",1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1
prefer jake over logan 💯,0,2024-10-16T11:25:39Z,@AN4MER,Neutral,"{'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Tyson is to old this is a shame,0,2024-10-16T11:19:49Z,@ThePeterReyes,Positive,"{'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
I really hate this clown 🤡,0,2024-10-16T11:15:00Z,@slowhand_society-gn3qr,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
is this movie or what?,0,2024-10-16T11:14:21Z,@matinliuking32,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The whole thing is fake and scripted. Tyson and Paul filmed a promo together? This is all to boost Netflix’s populy,0,2024-10-16T10:58:32Z,@cranny5237,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Well Paul gonna lose either way:

Either he is the guy who beat an old guy.
Or he is the guy who got beat by an old guy.",0,2024-10-16T10:58:22Z,@wandiadem2737,Positive,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
This is just sad,0,2024-10-16T10:55:49Z,@PerryByford,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"How strange,
There video montage seems to be in 2 entirely different formats🤔",0,2024-10-16T10:47:36Z,@timking2931,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
It will be fake for money.. simple.,0,2024-10-16T10:44:08Z,@adamrobinson9148,Negative,"{'negative': 1, 'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
This is no ordinary fight this is SCRIPTED! 🤣,0,2024-10-16T10:42:45Z,@kuzamodo5010,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Calm down, this is a fake fight! They'll throw some punches, hold on a lot and collect their huge pay packet!",0,2024-10-16T10:40:58Z,@chickendinner4098,Positive,"{'negative': 2, 'anger': 1, 'fear': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
How this has been allowed young man against an old man crazy,0,2024-10-16T10:25:26Z,@infec7ed148,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
L.F.GO Tyson....,0,2024-10-16T10:14:11Z,@aussiemozzie7017,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Give him artur . Let see if he can survive without getting KO,0,2024-10-16T10:05:53Z,@albigalibe9886,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Okay so lets see If I got this right. In yall opinion, being a youtuber, who just started to learn the whole sport 4 years ago, without an amateur background, beating ben askren, tyrone woodely 2x, anderson silva, nate diaz, sending tommy fury down on the canvas and then beating a 10-1 and a 17-2 pro boxer, mike perry the bkfc champion, AND NOW FIGHTNING MIKE TYSON isnt impressive enough for you at the level hes at right now…? 
Let me tell you that he actually had better opponents than 90% of pro boxers who were at this stage of their career! 😂😂😂",6,2024-10-16T09:57:48Z,@Mr.Vagabond,Positive,"{'positive': 4, 'anger': 3, 'fear': 3, 'negative': 3, 'sadness': 3, 'anticipation': 2, 'joy': 1, 'trust': 2}",3.0,3.0,3.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,1
Are they going to fight?,0,2024-10-16T09:46:42Z,@lethalwolf7455,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Is anyone bothered by Netflix?
I sure am",0,2024-10-16T09:30:34Z,@pelmeshekbudkis8898,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LETSGOO CANT WAIT,0,2024-10-16T09:24:40Z,@gabmlbns_clipz,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Imagine if jake paul still lose this,0,2024-10-16T09:15:55Z,@spitensei9460,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"Damn, Netflix started streaming live murders since when??",0,2024-10-16T09:09:45Z,@eliastalks4922,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I hope Mike wins.,0,2024-10-16T09:02:19Z,@AstaIsAMonster,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
probably this fight won't happen,0,2024-10-16T08:52:21Z,@nikhabjanic6216,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1, 'anticipation': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"I hope this Ain't scripted 🧐,",1,2024-10-16T08:40:03Z,@prathap6310,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Any one know this fight is Fake and scripted its just for fun😅,0,2024-10-16T08:21:09Z,@CEOofcarsxbike,Negative,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I love Mike but Jake is gonna ko him within 5 rounds,0,2024-10-16T08:10:28Z,@res2968,Positive,"{'joy': 1, 'positive': 1}",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"If Paul loses to Tyson, he is seen as they guy who got beat by an old dude. If Paul wins, he is seen as the guy who beat up an old dude.    Either way, Paul is a loser.",363,2024-10-16T08:07:06Z,@notgotaname,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Is this free with netflix subscription or PPV  ? Thanks in advance,0,2024-10-16T07:57:47Z,@daviddimbleby6725,Positive,"{'anticipation': 1, 'fear': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
"Jack paul might win on 3rd or 4th round by knockout or iron mike loss of breath and have to give up. But for sure, mike would give him powerful uppercut and hook several times untill jack paul get stun several times.

My probability win JP : MT = 65% : 35%.",0,2024-10-16T07:51:05Z,@MuazNorAzmi,Positive,"{'positive': 2, 'trust': 2, 'anger': 2, 'fear': 2, 'negative': 1, 'sadness': 1, 'anticipation': 2, 'disgust': 1, 'joy': 1}",2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1
Real life Rocky 6: Rocky Balboa.,0,2024-10-16T07:46:20Z,@L7world,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
